"commune","time","nationality","age","value"
"Vienna 12th district, Meidling <912> ",2002,"Other.","15.years.old.","34"
"Vienna 12th district, Meidling <912> ",2003,"Other.","15.years.old.","25"
"Vienna 12th district, Meidling <912> ",2004,"Other.","15.years.old.","36"
"Vienna 12th district, Meidling <912> ",2005,"Other.","15.years.old.","41"
"Vienna 12th district, Meidling <912> ",2006,"Other.","15.years.old.","39"
"Vienna 12th district, Meidling <912> ",2007,"Other.","15.years.old.","38"
"Vienna 12th district, Meidling <912> ",2008,"Other.","15.years.old.","47"
"Vienna 12th district, Meidling <912> ",2009,"Other.","15.years.old.","48"
"Vienna 12th district, Meidling <912> ",2010,"Other.","15.years.old.","84"
"Vienna 12th district, Meidling <912> ",2011,"Other.","15.years.old.","71"
"Vienna 12th district, Meidling <912> ",2012,"Other.","15.years.old.","73"
"Vienna 12th district, Meidling <912> ",2013,"Other.","15.years.old.","88"
"Vienna 12th district, Meidling <912> ",2014,"Other.","15.years.old.","107"
"Vienna 12th district, Meidling <912> ",2015,"Other.","15.years.old.","109"
"Vienna 13th district, Hietzing <913> ",1971,"Other.","15.years.old.","18"
"Vienna 13th district, Hietzing <913> ",1981,"Other.","15.years.old.","26"
"Vienna 13th district, Hietzing <913> ",1991,"Other.","15.years.old.","32"
"Vienna 13th district, Hietzing <913> ",2001,"Other.","15.years.old.","16"
"Vienna 13th district, Hietzing <913> ",2002,"Other.","15.years.old.","27"
"Vienna 13th district, Hietzing <913> ",2003,"Other.","15.years.old.","25"
"Vienna 13th district, Hietzing <913> ",2004,"Other.","15.years.old.","17"
"Vienna 13th district, Hietzing <913> ",2005,"Other.","15.years.old.","28"
"Vienna 13th district, Hietzing <913> ",2006,"Other.","15.years.old.","24"
"Vienna 13th district, Hietzing <913> ",2007,"Other.","15.years.old.","25"
"Vienna 13th district, Hietzing <913> ",2008,"Other.","15.years.old.","32"
"Vienna 13th district, Hietzing <913> ",2009,"Other.","15.years.old.","20"
"Vienna 13th district, Hietzing <913> ",2010,"Other.","15.years.old.","28"
"Vienna 13th district, Hietzing <913> ",2011,"Other.","15.years.old.","25"
"Vienna 13th district, Hietzing <913> ",2012,"Other.","15.years.old.","26"
"Vienna 13th district, Hietzing <913> ",2013,"Other.","15.years.old.","44"
"Vienna 13th district, Hietzing <913> ",2014,"Other.","15.years.old.","33"
"Vienna 13th district, Hietzing <913> ",2015,"Other.","15.years.old.","51"
"Vienna 14th district, Penzing <914> ",1971,"Other.","15.years.old.","7"
"Vienna 14th district, Penzing <914> ",1981,"Other.","15.years.old.","15"
"Vienna 14th district, Penzing <914> ",1991,"Other.","15.years.old.","21"
"Vienna 14th district, Penzing <914> ",2001,"Other.","15.years.old.","25"
"Vienna 14th district, Penzing <914> ",2002,"Other.","15.years.old.","23"
"Vienna 14th district, Penzing <914> ",2003,"Other.","15.years.old.","27"
"Vienna 14th district, Penzing <914> ",2004,"Other.","15.years.old.","37"
"Vienna 14th district, Penzing <914> ",2005,"Other.","15.years.old.","17"
"Vienna 14th district, Penzing <914> ",2006,"Other.","15.years.old.","35"
"Vienna 14th district, Penzing <914> ",2007,"Other.","15.years.old.","38"
"Vienna 14th district, Penzing <914> ",2008,"Other.","15.years.old.","41"
"Vienna 14th district, Penzing <914> ",2009,"Other.","15.years.old.","50"
"Vienna 14th district, Penzing <914> ",2010,"Other.","15.years.old.","51"
"Vienna 14th district, Penzing <914> ",2011,"Other.","15.years.old.","44"
"Vienna 14th district, Penzing <914> ",2012,"Other.","15.years.old.","48"
"Vienna 14th district, Penzing <914> ",2013,"Other.","15.years.old.","62"
"Vienna 14th district, Penzing <914> ",2014,"Other.","15.years.old.","59"
"Vienna 14th district, Penzing <914> ",2015,"Other.","15.years.old.","69"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1971,"Other.","15.years.old.","15"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1981,"Other.","15.years.old.","11"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1991,"Other.","15.years.old.","30"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2001,"Other.","15.years.old.","19"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2002,"Other.","15.years.old.","38"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2003,"Other.","15.years.old.","46"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2004,"Other.","15.years.old.","43"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2005,"Other.","15.years.old.","47"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2006,"Other.","15.years.old.","49"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2007,"Other.","15.years.old.","49"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2008,"Other.","15.years.old.","50"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2009,"Other.","15.years.old.","59"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2010,"Other.","15.years.old.","61"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2011,"Other.","15.years.old.","73"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2012,"Other.","15.years.old.","76"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2013,"Other.","15.years.old.","67"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2014,"Other.","15.years.old.","73"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2015,"Other.","15.years.old.","103"
"Vienna 16th district, Ottakring <916> ",1971,"Other.","15.years.old.","14"
"Vienna 16th district, Ottakring <916> ",1981,"Other.","15.years.old.","10"
"Vienna 16th district, Ottakring <916> ",1991,"Other.","15.years.old.","27"
"Vienna 16th district, Ottakring <916> ",2001,"Other.","15.years.old.","39"
"Vienna 16th district, Ottakring <916> ",2002,"Other.","15.years.old.","41"
"Vienna 16th district, Ottakring <916> ",2003,"Other.","15.years.old.","43"
"Vienna 16th district, Ottakring <916> ",2004,"Other.","15.years.old.","22"
"Vienna 16th district, Ottakring <916> ",2005,"Other.","15.years.old.","47"
"Vienna 16th district, Ottakring <916> ",2006,"Other.","15.years.old.","39"
"Vienna 16th district, Ottakring <916> ",2007,"Other.","15.years.old.","39"
"Vienna 16th district, Ottakring <916> ",2008,"Other.","15.years.old.","48"
"Vienna 16th district, Ottakring <916> ",2009,"Other.","15.years.old.","52"
"Vienna 16th district, Ottakring <916> ",2010,"Other.","15.years.old.","57"
"Vienna 16th district, Ottakring <916> ",2011,"Other.","15.years.old.","66"
"Vienna 16th district, Ottakring <916> ",2012,"Other.","15.years.old.","77"
"Vienna 16th district, Ottakring <916> ",2013,"Other.","15.years.old.","92"
"Vienna 16th district, Ottakring <916> ",2014,"Other.","15.years.old.","76"
"Vienna 16th district, Ottakring <916> ",2015,"Other.","15.years.old.","112"
"Vienna 17th district, Hernals <917> ",1971,"Other.","15.years.old.","5"
"Vienna 17th district, Hernals <917> ",1981,"Other.","15.years.old.","13"
"Vienna 17th district, Hernals <917> ",1991,"Other.","15.years.old.","13"
"Vienna 17th district, Hernals <917> ",2001,"Other.","15.years.old.","24"
"Vienna 17th district, Hernals <917> ",2002,"Other.","15.years.old.","19"
"Vienna 17th district, Hernals <917> ",2003,"Other.","15.years.old.","22"
"Vienna 17th district, Hernals <917> ",2004,"Other.","15.years.old.","34"
"Vienna 17th district, Hernals <917> ",2005,"Other.","15.years.old.","32"
"Vienna 17th district, Hernals <917> ",2006,"Other.","15.years.old.","23"
"Vienna 17th district, Hernals <917> ",2007,"Other.","15.years.old.","33"
"Vienna 17th district, Hernals <917> ",2008,"Other.","15.years.old.","43"
"Vienna 17th district, Hernals <917> ",2009,"Other.","15.years.old.","34"
"Vienna 17th district, Hernals <917> ",2010,"Other.","15.years.old.","47"
"Vienna 17th district, Hernals <917> ",2011,"Other.","15.years.old.","30"
"Vienna 17th district, Hernals <917> ",2012,"Other.","15.years.old.","64"
"Vienna 17th district, Hernals <917> ",2013,"Other.","15.years.old.","55"
"Vienna 17th district, Hernals <917> ",2014,"Other.","15.years.old.","72"
"Vienna 17th district, Hernals <917> ",2015,"Other.","15.years.old.","58"
"Vienna 18th district, Währing <918> ",1971,"Other.","15.years.old.","15"
"Vienna 18th district, Währing <918> ",1981,"Other.","15.years.old.","26"
"Vienna 18th district, Währing <918> ",1991,"Other.","15.years.old.","28"
"Vienna 18th district, Währing <918> ",2001,"Other.","15.years.old.","29"
"Vienna 18th district, Währing <918> ",2002,"Other.","15.years.old.","29"
"Vienna 18th district, Währing <918> ",2003,"Other.","15.years.old.","28"
"Vienna 18th district, Währing <918> ",2004,"Other.","15.years.old.","30"
"Vienna 18th district, Währing <918> ",2005,"Other.","15.years.old.","26"
"Vienna 18th district, Währing <918> ",2006,"Other.","15.years.old.","36"
"Vienna 18th district, Währing <918> ",2007,"Other.","15.years.old.","31"
"Vienna 18th district, Währing <918> ",2008,"Other.","15.years.old.","50"
"Vienna 18th district, Währing <918> ",2009,"Other.","15.years.old.","43"
"Vienna 18th district, Währing <918> ",2010,"Other.","15.years.old.","48"
"Vienna 18th district, Währing <918> ",2011,"Other.","15.years.old.","37"
"Vienna 18th district, Währing <918> ",2012,"Other.","15.years.old.","47"
"Vienna 18th district, Währing <918> ",2013,"Other.","15.years.old.","46"
"Vienna 18th district, Währing <918> ",2014,"Other.","15.years.old.","58"
"Vienna 18th district, Währing <918> ",2015,"Other.","15.years.old.","71"
"Vienna 19th district, Döbling <919> ",1971,"Other.","15.years.old.","31"
"Vienna 19th district, Döbling <919> ",1981,"Other.","15.years.old.","37"
"Vienna 19th district, Döbling <919> ",1991,"Other.","15.years.old.","41"
"Vienna 19th district, Döbling <919> ",2001,"Other.","15.years.old.","43"
"Vienna 19th district, Döbling <919> ",2002,"Other.","15.years.old.","56"
"Vienna 19th district, Döbling <919> ",2003,"Other.","15.years.old.","51"
"Vienna 19th district, Döbling <919> ",2004,"Other.","15.years.old.","44"
"Vienna 19th district, Döbling <919> ",2005,"Other.","15.years.old.","41"
"Vienna 19th district, Döbling <919> ",2006,"Other.","15.years.old.","50"
"Vienna 19th district, Döbling <919> ",2007,"Other.","15.years.old.","63"
"Vienna 19th district, Döbling <919> ",2008,"Other.","15.years.old.","55"
"Vienna 19th district, Döbling <919> ",2009,"Other.","15.years.old.","63"
"Vienna 19th district, Döbling <919> ",2010,"Other.","15.years.old.","64"
"Vienna 19th district, Döbling <919> ",2011,"Other.","15.years.old.","45"
"Vienna 19th district, Döbling <919> ",2012,"Other.","15.years.old.","61"
"Vienna 19th district, Döbling <919> ",2013,"Other.","15.years.old.","82"
"Vienna 19th district, Döbling <919> ",2014,"Other.","15.years.old.","82"
"Vienna 19th district, Döbling <919> ",2015,"Other.","15.years.old.","88"
"Vienna 20th district, Brigittenau <920> ",1971,"Other.","15.years.old.","11"
"Vienna 20th district, Brigittenau <920> ",1981,"Other.","15.years.old.","10"
"Vienna 20th district, Brigittenau <920> ",1991,"Other.","15.years.old.","19"
"Vienna 20th district, Brigittenau <920> ",2001,"Other.","15.years.old.","38"
"Vienna 20th district, Brigittenau <920> ",2002,"Other.","15.years.old.","49"
"Vienna 20th district, Brigittenau <920> ",2003,"Other.","15.years.old.","52"
"Vienna 20th district, Brigittenau <920> ",2004,"Other.","15.years.old.","55"
"Vienna 20th district, Brigittenau <920> ",2005,"Other.","15.years.old.","60"
"Vienna 20th district, Brigittenau <920> ",2006,"Other.","15.years.old.","44"
"Vienna 20th district, Brigittenau <920> ",2007,"Other.","15.years.old.","46"
"Vienna 20th district, Brigittenau <920> ",2008,"Other.","15.years.old.","69"
"Vienna 20th district, Brigittenau <920> ",2009,"Other.","15.years.old.","62"
"Vienna 20th district, Brigittenau <920> ",2010,"Other.","15.years.old.","64"
"Vienna 20th district, Brigittenau <920> ",2011,"Other.","15.years.old.","90"
"Vienna 20th district, Brigittenau <920> ",2012,"Other.","15.years.old.","100"
"Vienna 20th district, Brigittenau <920> ",2013,"Other.","15.years.old.","83"
"Vienna 20th district, Brigittenau <920> ",2014,"Other.","15.years.old.","105"
"Vienna 20th district, Brigittenau <920> ",2015,"Other.","15.years.old.","104"
"Vienna 21st district, Floridsdorf <921> ",1971,"Other.","15.years.old.","15"
"Vienna 21st district, Floridsdorf <921> ",1981,"Other.","15.years.old.","10"
"Vienna 21st district, Floridsdorf <921> ",1991,"Other.","15.years.old.","20"
"Vienna 21st district, Floridsdorf <921> ",2001,"Other.","15.years.old.","43"
"Vienna 21st district, Floridsdorf <921> ",2002,"Other.","15.years.old.","42"
"Vienna 21st district, Floridsdorf <921> ",2003,"Other.","15.years.old.","57"
"Vienna 21st district, Floridsdorf <921> ",2004,"Other.","15.years.old.","52"
"Vienna 21st district, Floridsdorf <921> ",2005,"Other.","15.years.old.","58"
"Vienna 21st district, Floridsdorf <921> ",2006,"Other.","15.years.old.","68"
"Vienna 21st district, Floridsdorf <921> ",2007,"Other.","15.years.old.","59"
"Vienna 21st district, Floridsdorf <921> ",2008,"Other.","15.years.old.","90"
"Vienna 21st district, Floridsdorf <921> ",2009,"Other.","15.years.old.","82"
"Vienna 21st district, Floridsdorf <921> ",2010,"Other.","15.years.old.","105"
"Vienna 21st district, Floridsdorf <921> ",2011,"Other.","15.years.old.","123"
"Vienna 21st district, Floridsdorf <921> ",2012,"Other.","15.years.old.","141"
"Vienna 21st district, Floridsdorf <921> ",2013,"Other.","15.years.old.","150"
"Vienna 21st district, Floridsdorf <921> ",2014,"Other.","15.years.old.","149"
"Vienna 21st district, Floridsdorf <921> ",2015,"Other.","15.years.old.","192"
"Vienna 22nd district, Donaustadt <922> ",1971,"Other.","15.years.old.","4"
"Vienna 22nd district, Donaustadt <922> ",1981,"Other.","15.years.old.","10"
"Vienna 22nd district, Donaustadt <922> ",1991,"Other.","15.years.old.","20"
"Vienna 22nd district, Donaustadt <922> ",2001,"Other.","15.years.old.","61"
"Vienna 22nd district, Donaustadt <922> ",2002,"Other.","15.years.old.","58"
"Vienna 22nd district, Donaustadt <922> ",2003,"Other.","15.years.old.","64"
"Vienna 22nd district, Donaustadt <922> ",2004,"Other.","15.years.old.","69"
"Vienna 22nd district, Donaustadt <922> ",2005,"Other.","15.years.old.","78"
"Vienna 22nd district, Donaustadt <922> ",2006,"Other.","15.years.old.","86"
"Vienna 22nd district, Donaustadt <922> ",2007,"Other.","15.years.old.","80"
"Vienna 22nd district, Donaustadt <922> ",2008,"Other.","15.years.old.","101"
"Vienna 22nd district, Donaustadt <922> ",2009,"Other.","15.years.old.","100"
"Vienna 22nd district, Donaustadt <922> ",2010,"Other.","15.years.old.","92"
"Vienna 22nd district, Donaustadt <922> ",2011,"Other.","15.years.old.","122"
"Vienna 22nd district, Donaustadt <922> ",2012,"Other.","15.years.old.","121"
"Vienna 22nd district, Donaustadt <922> ",2013,"Other.","15.years.old.","153"
"Vienna 22nd district, Donaustadt <922> ",2014,"Other.","15.years.old.","156"
"Vienna 22nd district, Donaustadt <922> ",2015,"Other.","15.years.old.","178"
"Vienna 23rd district, Liesing <923> ",1971,"Other.","15.years.old.","8"
"Vienna 23rd district, Liesing <923> ",1981,"Other.","15.years.old.","13"
"Vienna 23rd district, Liesing <923> ",1991,"Other.","15.years.old.","17"
"Vienna 23rd district, Liesing <923> ",2001,"Other.","15.years.old.","16"
"Vienna 23rd district, Liesing <923> ",2002,"Other.","15.years.old.","25"
"Vienna 23rd district, Liesing <923> ",2003,"Other.","15.years.old.","33"
"Vienna 23rd district, Liesing <923> ",2004,"Other.","15.years.old.","24"
"Vienna 23rd district, Liesing <923> ",2005,"Other.","15.years.old.","35"
"Vienna 23rd district, Liesing <923> ",2006,"Other.","15.years.old.","35"
"Vienna 23rd district, Liesing <923> ",2007,"Other.","15.years.old.","36"
"Vienna 23rd district, Liesing <923> ",2008,"Other.","15.years.old.","41"
"Vienna 23rd district, Liesing <923> ",2009,"Other.","15.years.old.","44"
"Vienna 23rd district, Liesing <923> ",2010,"Other.","15.years.old.","53"
"Vienna 23rd district, Liesing <923> ",2011,"Other.","15.years.old.","48"
"Vienna 23rd district, Liesing <923> ",2012,"Other.","15.years.old.","65"
"Vienna 23rd district, Liesing <923> ",2013,"Other.","15.years.old.","67"
"Vienna 23rd district, Liesing <923> ",2014,"Other.","15.years.old.","61"
"Vienna 23rd district, Liesing <923> ",2015,"Other.","15.years.old.","72"
"Vienna <AT13> ",1971,"Other.","16.years.old.","258"
"Vienna <AT13> ",1981,"Other.","16.years.old.","307"
"Vienna <AT13> ",1991,"Other.","16.years.old.","425"
"Vienna <AT13> ",2001,"Other.","16.years.old.","754"
"Vienna <AT13> ",2002,"Other.","16.years.old.","801"
"Vienna <AT13> ",2003,"Other.","16.years.old.","939"
"Vienna <AT13> ",2004,"Other.","16.years.old.","1,072"
"Vienna <AT13> ",2005,"Other.","16.years.old.","1,000"
"Vienna <AT13> ",2006,"Other.","16.years.old.","1,003"
"Vienna <AT13> ",2007,"Other.","16.years.old.","1,066"
"Vienna <AT13> ",2008,"Other.","16.years.old.","1,086"
"Vienna <AT13> ",2009,"Other.","16.years.old.","1,247"
"Vienna <AT13> ",2010,"Other.","16.years.old.","1,303"
"Vienna <AT13> ",2011,"Other.","16.years.old.","1,431"
"Vienna <AT13> ",2012,"Other.","16.years.old.","1,465"
"Vienna <AT13> ",2013,"Other.","16.years.old.","1,684"
"Vienna <AT13> ",2014,"Other.","16.years.old.","1,839"
"Vienna <AT13> ",2015,"Other.","16.years.old.","2,069"
"Vienna 1st district, City <901> ",1971,"Other.","16.years.old.","9"
"Vienna 1st district, City <901> ",1981,"Other.","16.years.old.","7"
"Vienna 1st district, City <901> ",1991,"Other.","16.years.old.","7"
"Vienna 1st district, City <901> ",2001,"Other.","16.years.old.","12"
"Vienna 1st district, City <901> ",2002,"Other.","16.years.old.","14"
"Vienna 1st district, City <901> ",2003,"Other.","16.years.old.","19"
"Vienna 1st district, City <901> ",2004,"Other.","16.years.old.","9"
"Vienna 1st district, City <901> ",2005,"Other.","16.years.old.","15"
"Vienna 1st district, City <901> ",2006,"Other.","16.years.old.","11"
"Vienna 1st district, City <901> ",2007,"Other.","16.years.old.","12"
"Vienna 1st district, City <901> ",2008,"Other.","16.years.old.","16"
"Vienna 1st district, City <901> ",2009,"Other.","16.years.old.","13"
"Vienna 1st district, City <901> ",2010,"Other.","16.years.old.","20"
"Vienna 1st district, City <901> ",2011,"Other.","16.years.old.","16"
"Vienna 1st district, City <901> ",2012,"Other.","16.years.old.","13"
"Vienna 1st district, City <901> ",2013,"Other.","16.years.old.","20"
"Vienna 1st district, City <901> ",2014,"Other.","16.years.old.","19"
"Vienna 1st district, City <901> ",2015,"Other.","16.years.old.","21"
"Vienna 2nd district, Leopoldstadt <902> ",1971,"Other.","16.years.old.","16"
"Vienna 2nd district, Leopoldstadt <902> ",1981,"Other.","16.years.old.","27"
"Vienna 2nd district, Leopoldstadt <902> ",1991,"Other.","16.years.old.","56"
"Vienna 2nd district, Leopoldstadt <902> ",2001,"Other.","16.years.old.","74"
"Vienna 2nd district, Leopoldstadt <902> ",2002,"Other.","16.years.old.","78"
"Vienna 2nd district, Leopoldstadt <902> ",2003,"Other.","16.years.old.","63"
"Vienna 2nd district, Leopoldstadt <902> ",2004,"Other.","16.years.old.","114"
"Vienna 2nd district, Leopoldstadt <902> ",2005,"Other.","16.years.old.","104"
"Vienna 2nd district, Leopoldstadt <902> ",2006,"Other.","16.years.old.","88"
"Vienna 2nd district, Leopoldstadt <902> ",2007,"Other.","16.years.old.","84"
"Vienna 2nd district, Leopoldstadt <902> ",2008,"Other.","16.years.old.","89"
"Vienna 2nd district, Leopoldstadt <902> ",2009,"Other.","16.years.old.","123"
"Vienna 2nd district, Leopoldstadt <902> ",2010,"Other.","16.years.old.","126"
"Vienna 2nd district, Leopoldstadt <902> ",2011,"Other.","16.years.old.","124"
"Vienna 2nd district, Leopoldstadt <902> ",2012,"Other.","16.years.old.","128"
"Vienna 2nd district, Leopoldstadt <902> ",2013,"Other.","16.years.old.","140"
"Vienna 2nd district, Leopoldstadt <902> ",2014,"Other.","16.years.old.","134"
"Vienna 2nd district, Leopoldstadt <902> ",2015,"Other.","16.years.old.","148"
"Vienna 3rd district, Landstraße <903> ",1971,"Other.","16.years.old.","28"
"Vienna 3rd district, Landstraße <903> ",1981,"Other.","16.years.old.","20"
"Vienna 3rd district, Landstraße <903> ",1991,"Other.","16.years.old.","37"
"Vienna 3rd district, Landstraße <903> ",2001,"Other.","16.years.old.","18"
"Vienna 3rd district, Landstraße <903> ",2002,"Other.","16.years.old.","40"
"Vienna 3rd district, Landstraße <903> ",2003,"Other.","16.years.old.","51"
"Vienna 3rd district, Landstraße <903> ",2004,"Other.","16.years.old.","59"
"Vienna 3rd district, Landstraße <903> ",2005,"Other.","16.years.old.","39"
"Vienna 3rd district, Landstraße <903> ",2006,"Other.","16.years.old.","61"
"Vienna 3rd district, Landstraße <903> ",2007,"Other.","16.years.old.","68"
"Vienna 3rd district, Landstraße <903> ",2008,"Other.","16.years.old.","57"
"Vienna 3rd district, Landstraße <903> ",2009,"Other.","16.years.old.","61"
"Vienna 3rd district, Landstraße <903> ",2010,"Other.","16.years.old.","61"
"Vienna 3rd district, Landstraße <903> ",2011,"Other.","16.years.old.","81"
"Vienna 3rd district, Landstraße <903> ",2012,"Other.","16.years.old.","77"
"Vienna 3rd district, Landstraße <903> ",2013,"Other.","16.years.old.","82"
"Vienna 3rd district, Landstraße <903> ",2014,"Other.","16.years.old.","104"
"Vienna 3rd district, Landstraße <903> ",2015,"Other.","16.years.old.","152"
"Vienna 4th district, Wieden <904> ",1971,"Other.","16.years.old.","16"
"Vienna 4th district, Wieden <904> ",1981,"Other.","16.years.old.","12"
"Vienna 4th district, Wieden <904> ",1991,"Other.","16.years.old.","23"
"Vienna 4th district, Wieden <904> ",2001,"Other.","16.years.old.","21"
"Vienna 4th district, Wieden <904> ",2002,"Other.","16.years.old.","17"
"Vienna 4th district, Wieden <904> ",2003,"Other.","16.years.old.","15"
"Vienna 4th district, Wieden <904> ",2004,"Other.","16.years.old.","24"
"Vienna 4th district, Wieden <904> ",2005,"Other.","16.years.old.","30"
"Vienna 4th district, Wieden <904> ",2006,"Other.","16.years.old.","22"
"Vienna 4th district, Wieden <904> ",2007,"Other.","16.years.old.","31"
"Vienna 4th district, Wieden <904> ",2008,"Other.","16.years.old.","28"
"Vienna 4th district, Wieden <904> ",2009,"Other.","16.years.old.","38"
"Vienna 4th district, Wieden <904> ",2010,"Other.","16.years.old.","41"
"Vienna 4th district, Wieden <904> ",2011,"Other.","16.years.old.","35"
"Vienna 4th district, Wieden <904> ",2012,"Other.","16.years.old.","39"
"Vienna 4th district, Wieden <904> ",2013,"Other.","16.years.old.","29"
"Vienna 4th district, Wieden <904> ",2014,"Other.","16.years.old.","56"
"Vienna 4th district, Wieden <904> ",2015,"Other.","16.years.old.","46"
"Vienna 5th district, Margareten <905> ",1971,"Other.","16.years.old.","9"
"Vienna 5th district, Margareten <905> ",1981,"Other.","16.years.old.","13"
"Vienna 5th district, Margareten <905> ",1991,"Other.","16.years.old.","12"
"Vienna 5th district, Margareten <905> ",2001,"Other.","16.years.old.","28"
"Vienna 5th district, Margareten <905> ",2002,"Other.","16.years.old.","34"
"Vienna 5th district, Margareten <905> ",2003,"Other.","16.years.old.","35"
"Vienna 5th district, Margareten <905> ",2004,"Other.","16.years.old.","36"
"Vienna 5th district, Margareten <905> ",2005,"Other.","16.years.old.","35"
"Vienna 5th district, Margareten <905> ",2006,"Other.","16.years.old.","37"
"Vienna 5th district, Margareten <905> ",2007,"Other.","16.years.old.","49"
"Vienna 5th district, Margareten <905> ",2008,"Other.","16.years.old.","45"
"Vienna 5th district, Margareten <905> ",2009,"Other.","16.years.old.","37"
"Vienna 5th district, Margareten <905> ",2010,"Other.","16.years.old.","38"
"Vienna 5th district, Margareten <905> ",2011,"Other.","16.years.old.","49"
"Vienna 5th district, Margareten <905> ",2012,"Other.","16.years.old.","44"
"Vienna 5th district, Margareten <905> ",2013,"Other.","16.years.old.","52"
"Vienna 5th district, Margareten <905> ",2014,"Other.","16.years.old.","55"
"Vienna 5th district, Margareten <905> ",2015,"Other.","16.years.old.","65"
"Vienna 6th district, Mariahilf <906> ",1971,"Other.","16.years.old.","5"
"Vienna 6th district, Mariahilf <906> ",1981,"Other.","16.years.old.","6"
"Vienna 6th district, Mariahilf <906> ",1991,"Other.","16.years.old.","10"
"Vienna 6th district, Mariahilf <906> ",2001,"Other.","16.years.old.","22"
"Vienna 6th district, Mariahilf <906> ",2002,"Other.","16.years.old.","20"
"Vienna 6th district, Mariahilf <906> ",2003,"Other.","16.years.old.","20"
"Vienna 6th district, Mariahilf <906> ",2004,"Other.","16.years.old.","14"
"Vienna 6th district, Mariahilf <906> ",2005,"Other.","16.years.old.","24"
"Vienna 6th district, Mariahilf <906> ",2006,"Other.","16.years.old.","28"
"Vienna 6th district, Mariahilf <906> ",2007,"Other.","16.years.old.","26"
"Vienna 6th district, Mariahilf <906> ",2008,"Other.","16.years.old.","15"
"Vienna 6th district, Mariahilf <906> ",2009,"Other.","16.years.old.","22"
"Vienna 6th district, Mariahilf <906> ",2010,"Other.","16.years.old.","13"
"Vienna 6th district, Mariahilf <906> ",2011,"Other.","16.years.old.","27"
"Vienna 6th district, Mariahilf <906> ",2012,"Other.","16.years.old.","20"
"Vienna 6th district, Mariahilf <906> ",2013,"Other.","16.years.old.","25"
"Vienna 6th district, Mariahilf <906> ",2014,"Other.","16.years.old.","21"
"Vienna 6th district, Mariahilf <906> ",2015,"Other.","16.years.old.","31"
"Vienna 7th district, Neubau <907> ",1971,"Other.","16.years.old.","9"
"Vienna 7th district, Neubau <907> ",1981,"Other.","16.years.old.","14"
"Vienna 7th district, Neubau <907> ",1991,"Other.","16.years.old.","10"
"Vienna 7th district, Neubau <907> ",2001,"Other.","16.years.old.","16"
"Vienna 7th district, Neubau <907> ",2002,"Other.","16.years.old.","15"
"Vienna 7th district, Neubau <907> ",2003,"Other.","16.years.old.","18"
"Vienna 7th district, Neubau <907> ",2004,"Other.","16.years.old.","30"
"Vienna 7th district, Neubau <907> ",2005,"Other.","16.years.old.","24"
"Vienna 7th district, Neubau <907> ",2006,"Other.","16.years.old.","24"
"Vienna 7th district, Neubau <907> ",2007,"Other.","16.years.old.","16"
"Vienna 7th district, Neubau <907> ",2008,"Other.","16.years.old.","15"
"Vienna 7th district, Neubau <907> ",2009,"Other.","16.years.old.","24"
"Vienna 7th district, Neubau <907> ",2010,"Other.","16.years.old.","24"
"Vienna 7th district, Neubau <907> ",2011,"Other.","16.years.old.","20"
"Vienna 7th district, Neubau <907> ",2012,"Other.","16.years.old.","15"
"Vienna 7th district, Neubau <907> ",2013,"Other.","16.years.old.","21"
"Vienna 7th district, Neubau <907> ",2014,"Other.","16.years.old.","23"
"Vienna 7th district, Neubau <907> ",2015,"Other.","16.years.old.","23"
"Vienna 8th district, Josefstadt <908> ",1971,"Other.","16.years.old.","5"
"Vienna 8th district, Josefstadt <908> ",1981,"Other.","16.years.old.","7"
"Vienna 8th district, Josefstadt <908> ",1991,"Other.","16.years.old.","3"
"Vienna 8th district, Josefstadt <908> ",2001,"Other.","16.years.old.","9"
"Vienna 8th district, Josefstadt <908> ",2002,"Other.","16.years.old.","13"
"Vienna 8th district, Josefstadt <908> ",2003,"Other.","16.years.old.","14"
"Vienna 8th district, Josefstadt <908> ",2004,"Other.","16.years.old.","29"
"Vienna 8th district, Josefstadt <908> ",2005,"Other.","16.years.old.","19"
"Vienna 8th district, Josefstadt <908> ",2006,"Other.","16.years.old.","18"
